# Assembly name:  Release 6 plus ISO1 MT
# Description:    Release 6 plus ISO1 mitochondrial genome
# Organism name:  Drosophila melanogaster (fruit fly)
# Taxid:          7227
# BioSample:      SAMN02803731
# BioProject:     PRJNA13812
# Submitter:      The FlyBase Consortium/Berkeley Drosophila Genome Project/Celera Genomics
# Date:           2014-08-01
# Synonyms:       dm6	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_000001215.4
# RefSeq assembly accession: GCF_000001215.4
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001625.3	GCF_000001625.3	Primary Assembly
## GCA_000738905.1	GCF_000738905.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
211000022279470	unplaced-scaffold	na	na	DS484435.1	=	NW_001845724.1	Primary Assembly	2105	chrUn_DS484435v1
211000022278968	unplaced-scaffold	na	na	DS484436.1	=	NW_001845725.1	Primary Assembly	2105	chrUn_DS484436v1
211000022279310	unplaced-scaffold	na	na	DS484437.1	=	NW_001845726.1	Primary Assembly	2103	chrUn_DS484437v1
211000022279807	unplaced-scaffold	na	na	DS484438.1	=	NW_001845727.1	Primary Assembly	2102	chrUn_DS484438v1
211000022278874	unplaced-scaffold	na	na	DS484443.1	=	NW_001845732.1	Primary Assembly	2094	chrUn_DS484443v1
211000022279044	unplaced-scaffold	na	na	DS484445.1	=	NW_001845734.1	Primary Assembly	2092	chrUn_DS484445v1
211000022278206	unplaced-scaffold	na	na	DS484446.1	=	NW_001845735.1	Primary Assembly	2090	chrUn_DS484446v1
211000022278138	unplaced-scaffold	na	na	DS484448.1	=	NW_001845737.1	Primary Assembly	2088	chrUn_DS484448v1
211000022279804	unplaced-scaffold	na	na	DS484449.1	=	NW_001845738.1	Primary Assembly	2087	chrUn_DS484449v1
211000022278522	unplaced-scaffold	na	na	DS484452.1	=	NW_001845741.1	Primary Assembly	2086	chrUn_DS484452v1
211000022278711	unplaced-scaffold	na	na	DS484454.1	=	NW_001845743.1	Primary Assembly	2084	chrUn_DS484454v1
211000022278919	unplaced-scaffold	na	na	DS484456.1	=	NW_001845745.1	Primary Assembly	2081	chrUn_DS484456v1
211000022279942	unplaced-scaffold	na	na	DS484458.1	=	NW_001845747.1	Primary Assembly	2079	chrUn_DS484458v1
211000022278216	unplaced-scaffold	na	na	DS484460.1	=	NW_001845749.1	Primary Assembly	2076	chrUn_DS484460v1
211000022279641	unplaced-scaffold	na	na	DS484463.1	=	NW_001845752.1	Primary Assembly	2064	chrUn_DS484463v1
211000022280294	unplaced-scaffold	na	na	DS484464.1	=	NW_001845753.1	Primary Assembly	2063	chrUn_DS484464v1
211000022280143	unplaced-scaffold	na	na	DS484466.1	=	NW_001845755.1	Primary Assembly	2062	chrUn_DS484466v1
211000022279517	unplaced-scaffold	na	na	DS484467.1	=	NW_001845756.1	Primary Assembly	2060	chrUn_DS484467v1
211000022279096	unplaced-scaffold	na	na	DS484469.1	=	NW_001845758.1	Primary Assembly	2060	chrUn_DS484469v1
211000022278506	unplaced-scaffold	na	na	DS484470.1	=	NW_001845759.1	Primary Assembly	2059	chrUn_DS484470v1
211000022279733	unplaced-scaffold	na	na	DS484471.1	=	NW_001845760.1	Primary Assembly	2050	chrUn_DS484471v1
211000022279376	unplaced-scaffold	na	na	DS484472.1	=	NW_001845761.1	Primary Assembly	2046	chrUn_DS484472v1
211000022278439	unplaced-scaffold	na	na	DS484475.1	=	NW_001845764.1	Primary Assembly	2043	chrUn_DS484475v1
211000022278780	unplaced-scaffold	na	na	DS484478.1	=	NW_001845767.1	Primary Assembly	2033	chrUn_DS484478v1
211000022278922	unplaced-scaffold	na	na	DS484479.1	=	NW_001845768.1	Primary Assembly	2033	chrUn_DS484479v1
211000022279198	unplaced-scaffold	na	na	DS484480.1	=	NW_001845769.1	Primary Assembly	2030	chrUn_DS484480v1
211000022278707	unplaced-scaffold	na	na	DS484481.1	=	NW_001845770.1	Primary Assembly	2027	chrUn_DS484481v1
211000022278047	unplaced-scaffold	na	na	DS484484.1	=	NW_001845773.1	Primary Assembly	2020	chrUn_DS484484v1
211000022278284	unplaced-scaffold	na	na	DS484485.1	=	NW_001845774.1	Primary Assembly	2017	chrUn_DS484485v1
211000022280151	unplaced-scaffold	na	na	DS484486.1	=	NW_001845775.1	Primary Assembly	2014	chrUn_DS484486v1
211000022279237	unplaced-scaffold	na	na	DS484487.1	=	NW_001845776.1	Primary Assembly	2010	chrUn_DS484487v1
211000022278120	unplaced-scaffold	na	na	DS484489.1	=	NW_001845778.1	Primary Assembly	2008	chrUn_DS484489v1
211000022278254	unplaced-scaffold	na	na	DS484490.1	=	NW_001845779.1	Primary Assembly	2006	chrUn_DS484490v1
211000022280192	unplaced-scaffold	na	na	DS484491.1	=	NW_001845780.1	Primary Assembly	2006	chrUn_DS484491v1
211000022278589	unplaced-scaffold	na	na	DS484493.1	=	NW_001845782.1	Primary Assembly	2005	chrUn_DS484493v1
211000022278362	unplaced-scaffold	na	na	DS484496.1	=	NW_001845785.1	Primary Assembly	1998	chrUn_DS484496v1
211000022279162	unplaced-scaffold	na	na	DS484498.1	=	NW_001845787.1	Primary Assembly	1998	chrUn_DS484498v1
211000022279654	unplaced-scaffold	na	na	DS484499.1	=	NW_001845788.1	Primary Assembly	1995	chrUn_DS484499v1
211000022279130	unplaced-scaffold	na	na	DS484501.1	=	NW_001845790.1	Primary Assembly	1990	chrUn_DS484501v1
211000022279820	unplaced-scaffold	na	na	DS484502.1	=	NW_001845791.1	Primary Assembly	1990	chrUn_DS484502v1
211000022279712	unplaced-scaffold	na	na	DS484503.1	=	NW_001845792.1	Primary Assembly	1988	chrUn_DS484503v1
211000022278515	unplaced-scaffold	na	na	DS484505.1	=	NW_001845794.1	Primary Assembly	1986	chrUn_DS484505v1
211000022278982	unplaced-scaffold	na	na	DS484508.1	=	NW_001845797.1	Primary Assembly	1976	chrUn_DS484508v1
211000022279851	unplaced-scaffold	na	na	DS484509.1	=	NW_001845798.1	Primary Assembly	1976	chrUn_DS484509v1
211000022279282	unplaced-scaffold	na	na	DS484510.1	=	NW_001845799.1	Primary Assembly	1975	chrUn_DS484510v1
211000022278271	unplaced-scaffold	na	na	DS484511.1	=	NW_001845800.1	Primary Assembly	1974	chrUn_DS484511v1
211000022279889	unplaced-scaffold	na	na	DS484513.1	=	NW_001845802.1	Primary Assembly	1966	chrUn_DS484513v1
211000022279217	unplaced-scaffold	na	na	DS484514.1	=	NW_001845803.1	Primary Assembly	1966	chrUn_DS484514v1
211000022278678	unplaced-scaffold	na	na	DS484515.1	=	NW_001845804.1	Primary Assembly	1966	chrUn_DS484515v1
211000022279571	unplaced-scaffold	na	na	DS484520.1	=	NW_001845809.1	Primary Assembly	1962	chrUn_DS484520v1
211000022280269	unplaced-scaffold	na	na	DS484521.1	=	NW_001845810.1	Primary Assembly	1962	chrUn_DS484521v1
211000022278528	unplaced-scaffold	na	na	DS484522.1	=	NW_001845811.1	Primary Assembly	1962	chrUn_DS484522v1
211000022279628	unplaced-scaffold	na	na	DS484524.1	=	NW_001845813.1	Primary Assembly	1961	chrUn_DS484524v1
211000022280195	unplaced-scaffold	na	na	DS484525.1	=	NW_001845814.1	Primary Assembly	1961	chrUn_DS484525v1
211000022278211	unplaced-scaffold	na	na	DS484527.1	=	NW_001845816.1	Primary Assembly	1956	chrUn_DS484527v1
211000022279900	unplaced-scaffold	na	na	DS484528.1	=	NW_001845817.1	Primary Assembly	1947	chrUn_DS484528v1
211000022278446	unplaced-scaffold	na	na	DS484532.1	=	NW_001845821.1	Primary Assembly	1945	chrUn_DS484532v1
211000022280028	unplaced-scaffold	na	na	DS484534.1	=	NW_001845823.1	Primary Assembly	1943	chrUn_DS484534v1
211000022280605	unplaced-scaffold	na	na	DS484539.1	=	NW_001845828.1	Primary Assembly	1936	chrUn_DS484539v1
211000022279228	unplaced-scaffold	na	na	DS484542.1	=	NW_001845831.1	Primary Assembly	1933	chrUn_DS484542v1
211000022280301	unplaced-scaffold	na	na	DS484543.1	=	NW_001845832.1	Primary Assembly	1931	chrUn_DS484543v1
211000022279627	unplaced-scaffold	na	na	DS484544.1	=	NW_001845833.1	Primary Assembly	1929	chrUn_DS484544v1
211000022278304	unplaced-scaffold	na	na	DS484546.1	=	NW_001845835.1	Primary Assembly	1928	chrUn_DS484546v1
211000022278406	unplaced-scaffold	na	na	DS484548.1	=	NW_001845837.1	Primary Assembly	1926	chrUn_DS484548v1
211000022278890	unplaced-scaffold	na	na	DS484549.1	=	NW_001845838.1	Primary Assembly	1926	chrUn_DS484549v1
211000022279366	unplaced-scaffold	na	na	DS484550.1	=	NW_001845839.1	Primary Assembly	1924	chrUn_DS484550v1
211000022279657	unplaced-scaffold	na	na	DS484553.1	=	NW_001845842.1	Primary Assembly	1917	chrUn_DS484553v1
211000022279969	unplaced-scaffold	na	na	DS484557.1	=	NW_001845846.1	Primary Assembly	1907	chrUn_DS484557v1
211000022278929	unplaced-scaffold	na	na	DS484559.1	=	NW_001845848.1	Primary Assembly	1905	chrUn_DS484559v1
211000022279285	unplaced-scaffold	na	na	DS484561.1	=	NW_001845850.1	Primary Assembly	1903	chrUn_DS484561v1
211000022279473	unplaced-scaffold	na	na	DS484565.1	=	NW_001845854.1	Primary Assembly	1901	chrUn_DS484565v1
211000022279158	unplaced-scaffold	na	na	DS484566.1	=	NW_001845855.1	Primary Assembly	1900	chrUn_DS484566v1
211000022278435	unplaced-scaffold	na	na	DS484567.1	=	NW_001845856.1	Primary Assembly	1900	chrUn_DS484567v1
211000022278274	unplaced-scaffold	na	na	DS484571.1	=	NW_001845860.1	Primary Assembly	1893	chrUn_DS484571v1
211000022280293	unplaced-scaffold	na	na	DS484573.1	=	NW_001845862.1	Primary Assembly	1890	chrUn_DS484573v1
211000022279029	unplaced-scaffold	na	na	DS484577.1	=	NW_001845866.1	Primary Assembly	1882	chrUn_DS484577v1
211000022278988	unplaced-scaffold	na	na	DS484578.1	=	NW_001845867.1	Primary Assembly	1872	chrUn_DS484578v1
211000022279199	unplaced-scaffold	na	na	DS484579.1	=	NW_001845868.1	Primary Assembly	1872	chrUn_DS484579v1
211000022280347	unplaced-scaffold	na	na	DS484581.1	=	NW_001845870.1	Primary Assembly	1870	chrUn_DS484581v1
211000022279921	unplaced-scaffold	na	na	DS484584.1	=	NW_001845873.1	Primary Assembly	1869	chrUn_DS484584v1
211000022279538	unplaced-scaffold	na	na	DS484588.1	=	NW_001845877.1	Primary Assembly	1863	chrUn_DS484588v1
211000022279574	unplaced-scaffold	na	na	DS484591.1	=	NW_001845880.1	Primary Assembly	1854	chrUn_DS484591v1
211000022280344	unplaced-scaffold	na	na	DS484592.1	=	NW_001845881.1	Primary Assembly	1851	chrUn_DS484592v1
211000022279139	unplaced-scaffold	na	na	DS484593.1	=	NW_001845882.1	Primary Assembly	1849	chrUn_DS484593v1
211000022279192	unplaced-scaffold	na	na	DS484595.1	=	NW_001845884.1	Primary Assembly	1843	chrUn_DS484595v1
211000022279097	unplaced-scaffold	na	na	DS484601.1	=	NW_001845890.1	Primary Assembly	1832	chrUn_DS484601v1
211000022280220	unplaced-scaffold	na	na	DS484602.1	=	NW_001845891.1	Primary Assembly	1832	chrUn_DS484602v1
211000022279002	unplaced-scaffold	na	na	DS484606.1	=	NW_001845895.1	Primary Assembly	1826	chrUn_DS484606v1
211000022279971	unplaced-scaffold	na	na	DS484607.1	=	NW_001845896.1	Primary Assembly	1819	chrUn_DS484607v1
211000022279745	unplaced-scaffold	na	na	DS484614.1	=	NW_001845903.1	Primary Assembly	1806	chrUn_DS484614v1
211000022280320	unplaced-scaffold	na	na	DS484616.1	=	NW_001845905.1	Primary Assembly	1802	chrUn_DS484616v1
211000022280326	unplaced-scaffold	na	na	DS484617.1	=	NW_001845906.1	Primary Assembly	1801	chrUn_DS484617v1
211000022279633	unplaced-scaffold	na	na	DS484619.1	=	NW_001845908.1	Primary Assembly	1800	chrUn_DS484619v1
211000022280161	unplaced-scaffold	na	na	DS484621.1	=	NW_001845910.1	Primary Assembly	1797	chrUn_DS484621v1
211000022279121	unplaced-scaffold	na	na	DS484629.1	=	NW_001845918.1	Primary Assembly	1785	chrUn_DS484629v1
211000022279858	unplaced-scaffold	na	na	DS484630.1	=	NW_001845919.1	Primary Assembly	1776	chrUn_DS484630v1
211000022279230	unplaced-scaffold	na	na	DS484632.1	=	NW_001845921.1	Primary Assembly	1775	chrUn_DS484632v1
211000022279481	unplaced-scaffold	na	na	DS484635.1	=	NW_001845924.1	Primary Assembly	1770	chrUn_DS484635v1
211000022279208	unplaced-scaffold	na	na	DS484639.1	=	NW_001845928.1	Primary Assembly	1761	chrUn_DS484639v1
211000022279049	unplaced-scaffold	na	na	DS484642.1	=	NW_001845931.1	Primary Assembly	1754	chrUn_DS484642v1
211000022279159	unplaced-scaffold	na	na	DS484646.1	=	NW_001845935.1	Primary Assembly	1747	chrUn_DS484646v1
211000022280298	unplaced-scaffold	na	na	DS484649.1	=	NW_001845938.1	Primary Assembly	1738	chrUn_DS484649v1
211000022279337	unplaced-scaffold	na	na	DS484651.1	=	NW_001845940.1	Primary Assembly	1734	chrUn_DS484651v1
211000022280700	unplaced-scaffold	na	na	DS484652.1	=	NW_001845941.1	Primary Assembly	1733	chrUn_DS484652v1
211000022278388	unplaced-scaffold	na	na	DS484653.1	=	NW_001845942.1	Primary Assembly	1732	chrUn_DS484653v1
211000022278992	unplaced-scaffold	na	na	DS484654.1	=	NW_001845943.1	Primary Assembly	1728	chrUn_DS484654v1
211000022279931	unplaced-scaffold	na	na	DS484656.1	=	NW_001845945.1	Primary Assembly	1724	chrUn_DS484656v1
211000022279450	unplaced-scaffold	na	na	DS484658.1	=	NW_001845947.1	Primary Assembly	1719	chrUn_DS484658v1
211000022278559	unplaced-scaffold	na	na	DS484659.1	=	NW_001845948.1	Primary Assembly	1719	chrUn_DS484659v1
211000022280160	unplaced-scaffold	na	na	DS484661.1	=	NW_001845950.1	Primary Assembly	1716	chrUn_DS484661v1
211000022280247	unplaced-scaffold	na	na	DS484662.1	=	NW_001845951.1	Primary Assembly	1715	chrUn_DS484662v1
211000022278132	unplaced-scaffold	na	na	DS484663.1	=	NW_001845952.1	Primary Assembly	1714	chrUn_DS484663v1
211000022278306	unplaced-scaffold	na	na	DS484667.1	=	NW_001845956.1	Primary Assembly	1710	chrUn_DS484667v1
211000022279896	unplaced-scaffold	na	na	DS484671.1	=	NW_001845960.1	Primary Assembly	1703	chrUn_DS484671v1
211000022279575	unplaced-scaffold	na	na	DS484673.1	=	NW_001845962.1	Primary Assembly	1696	chrUn_DS484673v1
211000022279490	unplaced-scaffold	na	na	DS484678.1	=	NW_001845967.1	Primary Assembly	1685	chrUn_DS484678v1
211000022279970	unplaced-scaffold	na	na	DS484685.1	=	NW_001845974.1	Primary Assembly	1675	chrUn_DS484685v1
211000022279788	unplaced-scaffold	na	na	DS484686.1	=	NW_001845975.1	Primary Assembly	1667	chrUn_DS484686v1
211000022278224	unplaced-scaffold	na	na	DS484689.1	=	NW_001845978.1	Primary Assembly	1650	chrUn_DS484689v1
211000022279934	unplaced-scaffold	na	na	DS484692.1	=	NW_001845981.1	Primary Assembly	1643	chrUn_DS484692v1
211000022280074	unplaced-scaffold	na	na	DS484693.1	=	NW_001845982.1	Primary Assembly	1641	chrUn_DS484693v1
211000022280315	unplaced-scaffold	na	na	DS484699.1	=	NW_001845988.1	Primary Assembly	1629	chrUn_DS484699v1
211000022280226	unplaced-scaffold	na	na	DS484700.1	=	NW_001845989.1	Primary Assembly	1625	chrUn_DS484700v1
211000022278298	unplaced-scaffold	na	na	DS484707.1	=	NW_001845996.1	Primary Assembly	1614	chrUn_DS484707v1
211000022278979	unplaced-scaffold	na	na	DS484709.1	=	NW_001845998.1	Primary Assembly	1611	chrUn_DS484709v1
211000022278754	unplaced-scaffold	na	na	DS484710.1	=	NW_001845999.1	Primary Assembly	1610	chrUn_DS484710v1
211000022279839	unplaced-scaffold	na	na	DS484712.1	=	NW_001846001.1	Primary Assembly	1610	chrUn_DS484712v1
211000022278969	unplaced-scaffold	na	na	DS484713.1	=	NW_001846002.1	Primary Assembly	1608	chrUn_DS484713v1
211000022280297	unplaced-scaffold	na	na	DS484714.1	=	NW_001846003.1	Primary Assembly	1597	chrUn_DS484714v1
211000022278376	unplaced-scaffold	na	na	DS484716.1	=	NW_001846005.1	Primary Assembly	1594	chrUn_DS484716v1
211000022280131	unplaced-scaffold	na	na	DS484718.1	=	NW_001846007.1	Primary Assembly	1586	chrUn_DS484718v1
211000022278525	unplaced-scaffold	na	na	DS484720.1	=	NW_001846009.1	Primary Assembly	1586	chrUn_DS484720v1
211000022279040	unplaced-scaffold	na	na	DS484721.1	=	NW_001846010.1	Primary Assembly	1581	chrUn_DS484721v1
211000022279691	unplaced-scaffold	na	na	DS484722.1	=	NW_001846011.1	Primary Assembly	1577	chrUn_DS484722v1
211000022278176	unplaced-scaffold	na	na	DS484726.1	=	NW_001846015.1	Primary Assembly	1571	chrUn_DS484726v1
211000022278597	unplaced-scaffold	na	na	DS484727.1	=	NW_001846016.1	Primary Assembly	1567	chrUn_DS484727v1
211000022278866	unplaced-scaffold	na	na	DS484728.1	=	NW_001846017.1	Primary Assembly	1566	chrUn_DS484728v1
211000022280292	unplaced-scaffold	na	na	DS484729.1	=	NW_001846018.1	Primary Assembly	1560	chrUn_DS484729v1
211000022280196	unplaced-scaffold	na	na	DS484734.1	=	NW_001846023.1	Primary Assembly	1555	chrUn_DS484734v1
211000022280694	unplaced-scaffold	na	na	DS484735.1	=	NW_001846024.1	Primary Assembly	1553	chrUn_DS484735v1
211000022278334	unplaced-scaffold	na	na	DS484736.1	=	NW_001846025.1	Primary Assembly	1552	chrUn_DS484736v1
211000022278891	unplaced-scaffold	na	na	DS484738.1	=	NW_001846027.1	Primary Assembly	1550	chrUn_DS484738v1
211000022278521	unplaced-scaffold	na	na	DS484739.1	=	NW_001846028.1	Primary Assembly	1549	chrUn_DS484739v1
211000022279842	unplaced-scaffold	na	na	DS484742.1	=	NW_001846031.1	Primary Assembly	1543	chrUn_DS484742v1
211000022278244	unplaced-scaffold	na	na	DS484746.1	=	NW_001846035.1	Primary Assembly	1540	chrUn_DS484746v1
211000022279246	unplaced-scaffold	na	na	DS484748.1	=	NW_001846037.1	Primary Assembly	1538	chrUn_DS484748v1
211000022280159	unplaced-scaffold	na	na	DS484750.1	=	NW_001846039.1	Primary Assembly	1533	chrUn_DS484750v1
211000022278451	unplaced-scaffold	na	na	DS484751.1	=	NW_001846040.1	Primary Assembly	1533	chrUn_DS484751v1
211000022279671	unplaced-scaffold	na	na	DS484752.1	=	NW_001846041.1	Primary Assembly	1532	chrUn_DS484752v1
211000022280325	unplaced-scaffold	na	na	DS484754.1	=	NW_001846043.1	Primary Assembly	1527	chrUn_DS484754v1
211000022278307	unplaced-scaffold	na	na	DS484756.1	=	NW_001846045.1	Primary Assembly	1525	chrUn_DS484756v1
211000022278947	unplaced-scaffold	na	na	DS484760.1	=	NW_001846049.1	Primary Assembly	1521	chrUn_DS484760v1
211000022280221	unplaced-scaffold	na	na	DS484762.1	=	NW_001846051.1	Primary Assembly	1520	chrUn_DS484762v1
211000022278733	unplaced-scaffold	na	na	DS484764.1	=	NW_001846053.1	Primary Assembly	1518	chrUn_DS484764v1
211000022278210	unplaced-scaffold	na	na	DS484769.1	=	NW_001846058.1	Primary Assembly	1508	chrUn_DS484769v1
211000022278182	unplaced-scaffold	na	na	DS484770.1	=	NW_001846059.1	Primary Assembly	1504	chrUn_DS484770v1
211000022278786	unplaced-scaffold	na	na	DS484771.1	=	NW_001846060.1	Primary Assembly	1504	chrUn_DS484771v1
211000022278594	unplaced-scaffold	na	na	DS484772.1	=	NW_001846061.1	Primary Assembly	1502	chrUn_DS484772v1
211000022280102	unplaced-scaffold	na	na	DS484773.1	=	NW_001846062.1	Primary Assembly	1494	chrUn_DS484773v1
211000022279619	unplaced-scaffold	na	na	DS484774.1	=	NW_001846063.1	Primary Assembly	1492	chrUn_DS484774v1
211000022278721	unplaced-scaffold	na	na	DS484776.1	=	NW_001846065.1	Primary Assembly	1490	chrUn_DS484776v1
211000022279540	unplaced-scaffold	na	na	DS484779.1	=	NW_001846068.1	Primary Assembly	1487	chrUn_DS484779v1
211000022280338	unplaced-scaffold	na	na	DS484780.1	=	NW_001846069.1	Primary Assembly	1487	chrUn_DS484780v1
211000022279207	unplaced-scaffold	na	na	DS484782.1	=	NW_001846071.1	Primary Assembly	1484	chrUn_DS484782v1
211000022278456	unplaced-scaffold	na	na	DS484787.1	=	NW_001846076.1	Primary Assembly	1475	chrUn_DS484787v1
211000022280031	unplaced-scaffold	na	na	DS484789.1	=	NW_001846078.1	Primary Assembly	1473	chrUn_DS484789v1
211000022280235	unplaced-scaffold	na	na	DS484792.1	=	NW_001846081.1	Primary Assembly	1471	chrUn_DS484792v1
211000022279152	unplaced-scaffold	na	na	DS484796.1	=	NW_001846085.1	Primary Assembly	1468	chrUn_DS484796v1
211000022279904	unplaced-scaffold	na	na	DS484797.1	=	NW_001846086.1	Primary Assembly	1467	chrUn_DS484797v1
211000022278550	unplaced-scaffold	na	na	DS484798.1	=	NW_001846087.1	Primary Assembly	1466	chrUn_DS484798v1
211000022279696	unplaced-scaffold	na	na	DS484799.1	=	NW_001846088.1	Primary Assembly	1464	chrUn_DS484799v1
211000022279664	unplaced-scaffold	na	na	DS484802.1	=	NW_001846091.1	Primary Assembly	1462	chrUn_DS484802v1
211000022279509	unplaced-scaffold	na	na	DS484804.1	=	NW_001846093.1	Primary Assembly	1461	chrUn_DS484804v1
211000022279204	unplaced-scaffold	na	na	DS484806.1	=	NW_001846095.1	Primary Assembly	1458	chrUn_DS484806v1
211000022279793	unplaced-scaffold	na	na	DS484812.1	=	NW_001846101.1	Primary Assembly	1451	chrUn_DS484812v1
211000022279875	unplaced-scaffold	na	na	DS484815.1	=	NW_001846104.1	Primary Assembly	1446	chrUn_DS484815v1
211000022278286	unplaced-scaffold	na	na	DS484816.1	=	NW_001846105.1	Primary Assembly	1446	chrUn_DS484816v1
211000022279522	unplaced-scaffold	na	na	DS484817.1	=	NW_001846106.1	Primary Assembly	1445	chrUn_DS484817v1
211000022278262	unplaced-scaffold	na	na	DS484822.1	=	NW_001846111.1	Primary Assembly	1436	chrUn_DS484822v1
211000022278568	unplaced-scaffold	na	na	DS484825.1	=	NW_001846114.1	Primary Assembly	1432	chrUn_DS484825v1
211000022278139	unplaced-scaffold	na	na	DS484827.1	=	NW_001846116.1	Primary Assembly	1432	chrUn_DS484827v1
211000022279748	unplaced-scaffold	na	na	DS484828.1	=	NW_001846117.1	Primary Assembly	1430	chrUn_DS484828v1
211000022279600	unplaced-scaffold	na	na	DS484831.1	=	NW_001846120.1	Primary Assembly	1429	chrUn_DS484831v1
211000022279749	unplaced-scaffold	na	na	DS484834.1	=	NW_001846123.1	Primary Assembly	1424	chrUn_DS484834v1
211000022280009	unplaced-scaffold	na	na	DS484836.1	=	NW_001846125.1	Primary Assembly	1424	chrUn_DS484836v1
211000022279507	unplaced-scaffold	na	na	DS484838.1	=	NW_001846127.1	Primary Assembly	1422	chrUn_DS484838v1
211000022278366	unplaced-scaffold	na	na	DS484841.1	=	NW_001846130.1	Primary Assembly	1416	chrUn_DS484841v1
211000022278420	unplaced-scaffold	na	na	DS484842.1	=	NW_001846131.1	Primary Assembly	1416	chrUn_DS484842v1
211000022278558	unplaced-scaffold	na	na	DS484843.1	=	NW_001846132.1	Primary Assembly	1416	chrUn_DS484843v1
211000022278548	unplaced-scaffold	na	na	DS484844.1	=	NW_001846133.1	Primary Assembly	1415	chrUn_DS484844v1
211000022278949	unplaced-scaffold	na	na	DS484846.1	=	NW_001846135.1	Primary Assembly	1412	chrUn_DS484846v1
211000022279464	unplaced-scaffold	na	na	DS484847.1	=	NW_001846136.1	Primary Assembly	1411	chrUn_DS484847v1
211000022280706	unplaced-scaffold	na	na	DS484848.1	=	NW_001846137.1	Primary Assembly	1410	chrUn_DS484848v1
211000022279454	unplaced-scaffold	na	na	DS484851.1	=	NW_001846140.1	Primary Assembly	1408	chrUn_DS484851v1
211000022279529	unplaced-scaffold	na	na	DS484852.1	=	NW_001846141.1	Primary Assembly	1407	chrUn_DS484852v1
211000022280336	unplaced-scaffold	na	na	DS484853.1	=	NW_001846142.1	Primary Assembly	1406	chrUn_DS484853v1
211000022278167	unplaced-scaffold	na	na	DS484855.1	=	NW_001846144.1	Primary Assembly	1404	chrUn_DS484855v1
211000022278038	unplaced-scaffold	na	na	DS484861.1	=	NW_001846150.1	Primary Assembly	1395	chrUn_DS484861v1
